
SiO2       P[GPa]=   1331541.4600  rho[g/cc]=  11.3459  Cs[km/s]= 442.2835  gamma=   0.6591
SiO2       P[GPa]=   1993048.3300  rho[g/cc]=  11.1113  Cs[km/s]= 546.9728  gamma=   0.6630
SiO2       P[GPa]=   2763872.7200  rho[g/cc]=  10.9714  Cs[km/s]= 658.8829  gamma=   0.6673

#Material= MgO Cs(P)=exp*(b)*P^a a= 0.4431244070990239  b= -0.32500222251694366  rho0[g/cc]= 3.56985567
MgO        P[GPa]=       839.6500  rho[g/cc]=   7.6490  Cs[km/s]=  17.2043  gamma=   0.8001
MgO        P[GPa]=      2170.0500  rho[g/cc]=   9.5541  Cs[km/s]=  22.8967  gamma=   0.6495
MgO        P[GPa]=      8275.5600  rho[g/cc]=  12.8944  Cs[km/s]=  35.4720  gamma=   0.5509
MgO        P[GPa]=     39010.8700  rho[g/cc]=  15.0485  Cs[km/s]=  65.9734  gamma=   0.5908
MgO        P[GPa]=    170029.4800  rho[g/cc]=  16.4747  Cs[km/s]= 132.1585  gamma=   0.5380
MgO        P[GPa]=    700264.5700  rho[g/cc]=  16.3359  Cs[km/s]= 269.2342  gamma=   0.6206
MgO        P[GPa]=   2019931.4900  rho[g/cc]=  15.0587  Cs[km/s]= 475.9617  gamma=   0.6637
MgO        P[GPa]=   7719799.6300  rho[g/cc]=  14.4862  Cs[km/s]= 946.6285  gamma=   0.6665
